,Text,relations,SVO,Prop,Prop_sent
"('Agastache rugosa', 'Uses')","The plant's Korean name is baechohyang (배초향), but it is more commonly known as banga (방아) in southern parts of Korea, where the herb is extensively cultivated and consumed. In southern Korean cuisine, the herb is a popular last minute addition to various dishes, such as chueo-tang (pond loach stew), and maeun-tang (spicy fish stew). It is also sometimes used as the main ingredient in buchimgae (Korean pancakes). 
 It is called huò xiāng (Chinese: 藿香) in Chinese and it is one of the 50 fundamental herbs used in traditional Chinese medicine. It is used interchangeably with guang huo xiang. It was traditionally used to relieve nausea, vomiting and poor appetite. It contains methyl chavicol, anethole, anisaldehyde, limonene, pinene and linalool. 
 ","[('Korea', 'is', 'the herb consumed'), ('the herb', 'is', 'fish stew'), ('buchimgae', 'used as', 'It'), ('traditional Chinese medicine', 'called', 'It is'), ('guang huo xiang', 'used', 'It'), ('nausea', 'used', 'It vomiting poor appetite'), ('It', 'contains', 'methyl')]","[{'S': [plant], 'V': [has], 'O': [name], 'IO': [], 'XCOMP': [], 'C': [], 'type': 'SVO', 'A?': []}, {'S': [It], 'V': [used], 'O': [relieve, nausea], 'IO': [], 'XCOMP': [], 'C': [], 'type': 'SVO', 'A?': [traditionally]}, {'S': [It], 'V': [contains], 'O': [chavicol], 'IO': [], 'XCOMP': [], 'C': [], 'type': 'SVO', 'A?': []}]","[[{'subject': plant, 'verb': has, 'direct object': name}, {'subject': name, 'verb': is, 'complement': Korean}, {'subject': name, 'verb': is, 'complement': is}, {'subject': name, 'verb': is, 'complement': is, 'adverb': more}, {'subject': name, 'verb': is, 'complement': is, 'adverb': commonly}, {'subject': name, 'verb': is, 'complement': is, 'adverb': in}, {'subject': name, 'verb': is, 'complement': is, 'adverb': of}, {'subject': name, 'verb': is, 'complement': is, 'adverb': extensively}, {'subject': name, 'verb': is, 'complement': is, 'adverb': cultivated}, {'subject': name, 'verb': is, 'complement': is, 'adverb': where}, {'subject': name, 'verb': is, 'complement': is, 'adverb': consumed}, {'subject': name, 'verb': is, 'complement': baechohyang}, {'subject': name, 'verb': is, 'complement': baechohyang, 'adverb': more}, {'subject': name, 'verb': is, 'complement': baechohyang, 'adverb': commonly}, {'subject': name, 'verb': is, 'complement': baechohyang, 'adverb': in}, {'subject': name, 'verb': is, 'complement': baechohyang, 'adverb': of}, {'subject': name, 'verb': is, 'complement': baechohyang, 'adverb': extensively}, {'subject': name, 'verb': is, 'complement': baechohyang, 'adverb': cultivated}, {'subject': name, 'verb': is, 'complement': baechohyang, 'adverb': where}, {'subject': name, 'verb': is, 'complement': baechohyang, 'adverb': consumed}, {'subject': name, 'verb': is, 'complement': known}, {'subject': name, 'verb': is, 'complement': known, 'adverb': more}, {'subject': name, 'verb': is, 'complement': known, 'adverb': commonly}, {'subject': name, 'verb': is, 'complement': known, 'adverb': in}, {'subject': name, 'verb': is, 'complement': known, 'adverb': of}, {'subject': name, 'verb': is, 'complement': known, 'adverb': extensively}, {'subject': name, 'verb': is, 'complement': known, 'adverb': cultivated}, {'subject': name, 'verb': is, 'complement': known, 'adverb': where}, {'subject': name, 'verb': is, 'complement': known, 'adverb': consumed}, {'subject': name, 'verb': known, 'complement': is}, {'subject': name, 'verb': known, 'complement': is, 'adverb': more}, {'subject': name, 'verb': known, 'complement': is, 'adverb': commonly}, {'subject': name, 'verb': known, 'complement': is, 'adverb': in}, {'subject': name, 'verb': known, 'complement': is, 'adverb': of}, {'subject': name, 'verb': known, 'complement': is, 'adverb': extensively}, {'subject': name, 'verb': known, 'complement': is, 'adverb': cultivated}, {'subject': name, 'verb': known, 'complement': is, 'adverb': where}, {'subject': name, 'verb': known, 'complement': is, 'adverb': consumed}, {'subject': name, 'verb': known, 'complement': baechohyang}, {'subject': name, 'verb': known, 'complement': baechohyang, 'adverb': more}, {'subject': name, 'verb': known, 'complement': baechohyang, 'adverb': commonly}, {'subject': name, 'verb': known, 'complement': baechohyang, 'adverb': in}, {'subject': name, 'verb': known, 'complement': baechohyang, 'adverb': of}, {'subject': name, 'verb': known, 'complement': baechohyang, 'adverb': extensively}, {'subject': name, 'verb': known, 'complement': baechohyang, 'adverb': cultivated}, {'subject': name, 'verb': known, 'complement': baechohyang, 'adverb': where}, {'subject': name, 'verb': known, 'complement': baechohyang, 'adverb': consumed}, {'subject': name, 'verb': known, 'complement': known}, {'subject': name, 'verb': known, 'complement': known, 'adverb': more}, {'subject': name, 'verb': known, 'complement': known, 'adverb': commonly}, {'subject': name, 'verb': known, 'complement': known, 'adverb': in}, {'subject': name, 'verb': known, 'complement': known, 'adverb': of}, {'subject': name, 'verb': known, 'complement': known, 'adverb': extensively}, {'subject': name, 'verb': known, 'complement': known, 'adverb': cultivated}, {'subject': name, 'verb': known, 'complement': known, 'adverb': where}, {'subject': name, 'verb': known, 'complement': known, 'adverb': consumed}, {'subject': baechohyang, 'verb': is, 'complement': is}, {'subject': baechohyang, 'verb': is, 'complement': is, 'adverb': more}, {'subject': baechohyang, 'verb': is, 'complement': is, 'adverb': commonly}, {'subject': baechohyang, 'verb': is, 'complement': is, 'adverb': in}, {'subject': baechohyang, 'verb': is, 'complement': is, 'adverb': of}, {'subject': baechohyang, 'verb': is, 'complement': is, 'adverb': extensively}, {'subject': baechohyang, 'verb': is, 'complement': is, 'adverb': cultivated}, {'subject': baechohyang, 'verb': is, 'complement': is, 'adverb': where}, {'subject': baechohyang, 'verb': is, 'complement': is, 'adverb': consumed}, {'subject': baechohyang, 'verb': is, 'complement': known}, {'subject': baechohyang, 'verb': is, 'complement': known, 'adverb': more}, {'subject': baechohyang, 'verb': is, 'complement': known, 'adverb': commonly}, {'subject': baechohyang, 'verb': is, 'complement': known, 'adverb': in}, {'subject': baechohyang, 'verb': is, 'complement': known, 'adverb': of}, {'subject': baechohyang, 'verb': is, 'complement': known, 'adverb': extensively}, {'subject': baechohyang, 'verb': is, 'complement': known, 'adverb': cultivated}, {'subject': baechohyang, 'verb': is, 'complement': known, 'adverb': where}, {'subject': baechohyang, 'verb': is, 'complement': known, 'adverb': consumed}, {'subject': baechohyang, 'verb': known, 'complement': is}, {'subject': baechohyang, 'verb': known, 'complement': is, 'adverb': more}, {'subject': baechohyang, 'verb': known, 'complement': is, 'adverb': commonly}, {'subject': baechohyang, 'verb': known, 'complement': is, 'adverb': in}, {'subject': baechohyang, 'verb': known, 'complement': is, 'adverb': of}, {'subject': baechohyang, 'verb': known, 'complement': is, 'adverb': extensively}, {'subject': baechohyang, 'verb': known, 'complement': is, 'adverb': cultivated}, {'subject': baechohyang, 'verb': known, 'complement': is, 'adverb': where}, {'subject': baechohyang, 'verb': known, 'complement': is, 'adverb': consumed}, {'subject': baechohyang, 'verb': known, 'complement': known}, {'subject': baechohyang, 'verb': known, 'complement': known, 'adverb': more}, {'subject': baechohyang, 'verb': known, 'complement': known, 'adverb': commonly}, {'subject': baechohyang, 'verb': known, 'complement': known, 'adverb': in}, {'subject': baechohyang, 'verb': known, 'complement': known, 'adverb': of}, {'subject': baechohyang, 'verb': known, 'complement': known, 'adverb': extensively}, {'subject': baechohyang, 'verb': known, 'complement': known, 'adverb': cultivated}, {'subject': baechohyang, 'verb': known, 'complement': known, 'adverb': where}, {'subject': baechohyang, 'verb': known, 'complement': known, 'adverb': consumed}, {'subject': baechohyang, 'verb': is, 'complement': 배초향}, {'subject': it, 'verb': known, 'adverb': more}, {'subject': it, 'verb': known, 'adverb': commonly}, {'subject': it, 'verb': known, 'adverb': in}, {'subject': it, 'verb': known, 'adverb': of}, {'subject': it, 'verb': known, 'adverb': extensively}, {'subject': it, 'verb': known, 'adverb': cultivated}, {'subject': it, 'verb': known, 'adverb': where}, {'subject': it, 'verb': known, 'adverb': consumed}, {'subject': herb, 'verb': cultivated}, {'subject': herb, 'verb': cultivated, 'adverb': extensively}, {'subject': herb, 'verb': cultivated, 'adverb': cultivated}, {'subject': herb, 'verb': cultivated, 'adverb': where}, {'subject': herb, 'verb': cultivated, 'adverb': consumed}, {'subject': herb, 'verb': consumed}, {'subject': herb, 'verb': consumed, 'adverb': extensively}, {'subject': herb, 'verb': consumed, 'adverb': cultivated}, {'subject': herb, 'verb': consumed, 'adverb': where}, {'subject': herb, 'verb': consumed, 'adverb': consumed}], [{'subject': herb, 'verb': is, 'complement': is}, {'subject': herb, 'verb': is, 'complement': is, 'adverb': In}, {'subject': herb, 'verb': is, 'complement': is, 'adverb': to}, {'subject': herb, 'verb': is, 'complement': addition}, {'subject': herb, 'verb': is, 'complement': addition, 'adverb': In}, {'subject': herb, 'verb': is, 'complement': addition, 'adverb': to}, {'subject': addition, 'verb': is, 'complement': is}, {'subject': addition, 'verb': is, 'complement': is, 'adverb': In}, {'subject': tang, 'verb': is, 'complement': stew}, {'subject': tang, 'verb': is, 'complement': stew}, {'subject': tang, 'verb': is, 'complement': stew}], [{'subject': It, 'verb': used, 'adverb': also}, {'subject': It, 'verb': used, 'adverb': sometimes}, {'subject': It, 'verb': used, 'adverb': in}, {'subject': buchimgae, 'verb': is, 'complement': pancakes}], [{'subject': It, 'verb': called, 'adverb': xiāng}, {'subject': Chinese, 'verb': is, 'complement': 藿香}, {'subject': it, 'verb': is, 'complement': one}, {'subject': it, 'verb': is, 'complement': one, 'adverb': of}, {'subject': it, 'verb': is, 'complement': one, 'adverb': in}, {'subject': one, 'verb': exists}, {'subject': herbs, 'verb': used}], [{'subject': It, 'verb': used, 'adverb': interchangeably}, {'subject': It, 'verb': used, 'adverb': with}], [{'subject': It, 'verb': used, 'direct object': relieve}, {'subject': It, 'verb': used, 'direct object': relieve, 'adverb': traditionally}, {'subject': It, 'verb': used, 'direct object': nausea}, {'subject': It, 'verb': used, 'direct object': nausea, 'adverb': traditionally}, {'subject': It, 'verb': used, 'direct object': vomiting}, {'subject': It, 'verb': used, 'direct object': vomiting, 'adverb': traditionally}, {'subject': It, 'verb': used, 'direct object': appetite}, {'subject': It, 'verb': used, 'direct object': appetite, 'adverb': traditionally}, {'subject': appetite, 'verb': is, 'complement': poor}], [{'subject': It, 'verb': contains, 'direct object': chavicol}, {'subject': It, 'verb': contains, 'direct object': anethole}, {'subject': It, 'verb': contains, 'direct object': anisaldehyde}, {'subject': It, 'verb': contains, 'direct object': limonene}, {'subject': It, 'verb': contains, 'direct object': pinene}, {'subject': It, 'verb': contains, 'direct object': linalool}]]","['The plant has Korean name .', 'plant Korean name is Korean .', ""plant Korean name is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed ."", ""plant Korean name is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more ."", ""plant Korean name is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more commonly ."", ""plant Korean name is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed in southern parts of Korea ."", ""plant Korean name is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed of Korea ."", ""plant Korean name is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed extensively ."", ""plant Korean name is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed the herb is extensively cultivated and where consumed ."", ""plant Korean name is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where ."", ""plant Korean name is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where consumed ."", 'plant Korean name is baechohyang ( 배초향 ) .', 'plant Korean name is baechohyang ( 배초향 ) more .', 'plant Korean name is baechohyang ( 배초향 ) more commonly .', 'plant Korean name is baechohyang ( 배초향 ) in southern parts of Korea .', 'plant Korean name is baechohyang ( 배초향 ) of Korea .', 'plant Korean name is baechohyang ( 배초향 ) extensively .', 'plant Korean name is baechohyang ( 배초향 ) the herb is extensively cultivated and where consumed .', 'plant Korean name is baechohyang ( 배초향 ) where .', 'plant Korean name is baechohyang ( 배초향 ) where consumed .', 'plant Korean name is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed .', 'plant Korean name is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more .', 'plant Korean name is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more commonly .', 'plant Korean name is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed in southern parts of Korea .', 'plant Korean name is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed of Korea .', 'plant Korean name is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed extensively .', 'plant Korean name is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed the herb is extensively cultivated and where consumed .', 'plant Korean name is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where .', 'plant Korean name is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where consumed .', ""plant Korean name is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed ."", ""plant Korean name is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more ."", ""plant Korean name is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more commonly ."", ""plant Korean name is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed in southern parts of Korea ."", ""plant Korean name is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed of Korea ."", ""plant Korean name is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed extensively ."", ""plant Korean name is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed the herb is extensively cultivated and where consumed ."", ""plant Korean name is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where ."", ""plant Korean name is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where consumed ."", 'plant Korean name is known baechohyang ( 배초향 ) .', 'plant Korean name is known baechohyang ( 배초향 ) more .', 'plant Korean name is known baechohyang ( 배초향 ) more commonly .', 'plant Korean name is known baechohyang ( 배초향 ) in southern parts of Korea .', 'plant Korean name is known baechohyang ( 배초향 ) of Korea .', 'plant Korean name is known baechohyang ( 배초향 ) extensively .', 'plant Korean name is known baechohyang ( 배초향 ) the herb is extensively cultivated and where consumed .', 'plant Korean name is known baechohyang ( 배초향 ) where .', 'plant Korean name is known baechohyang ( 배초향 ) where consumed .', 'plant Korean name is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed .', 'plant Korean name is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more .', 'plant Korean name is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more commonly .', 'plant Korean name is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed in southern parts of Korea .', 'plant Korean name is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed of Korea .', 'plant Korean name is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed extensively .', 'plant Korean name is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed the herb is extensively cultivated and where consumed .', 'plant Korean name is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where .', 'plant Korean name is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where consumed .', ""baechohyang is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed ."", ""baechohyang is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more ."", ""baechohyang is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more commonly ."", ""baechohyang is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed in southern parts of Korea ."", ""baechohyang is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed of Korea ."", ""baechohyang is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed extensively ."", ""baechohyang is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed the herb is extensively cultivated and where consumed ."", ""baechohyang is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where ."", ""baechohyang is The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where consumed ."", 'baechohyang is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed .', 'baechohyang is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more .', 'baechohyang is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more commonly .', 'baechohyang is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed in southern parts of Korea .', 'baechohyang is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed of Korea .', 'baechohyang is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed extensively .', 'baechohyang is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed the herb is extensively cultivated and where consumed .', 'baechohyang is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where .', 'baechohyang is it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where consumed .', ""baechohyang is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed ."", ""baechohyang is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more ."", ""baechohyang is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more commonly ."", ""baechohyang is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed in southern parts of Korea ."", ""baechohyang is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed of Korea ."", ""baechohyang is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed extensively ."", ""baechohyang is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed the herb is extensively cultivated and where consumed ."", ""baechohyang is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where ."", ""baechohyang is known The plant 's Korean name is baechohyang ( 배초향 ) , but it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where consumed ."", 'baechohyang is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed .', 'baechohyang is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more .', 'baechohyang is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed more commonly .', 'baechohyang is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed in southern parts of Korea .', 'baechohyang is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed of Korea .', 'baechohyang is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed extensively .', 'baechohyang is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed the herb is extensively cultivated and where consumed .', 'baechohyang is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where .', 'baechohyang is known it is more commonly known as banga ( 방아 ) in southern parts of Korea , the herb is extensively cultivated and where consumed where consumed .', 'baechohyang is ( 배초향 .', 'it is known more .', 'it is known more commonly .', 'it is known in southern parts of Korea .', 'it is known of Korea .', 'it is known extensively .', 'it is known the herb is extensively cultivated and where consumed .', 'it is known where .', 'it is known where consumed .', 'the herb is cultivated .', 'the herb is cultivated extensively .', 'the herb is cultivated the herb is extensively cultivated and where consumed .', 'the herb is cultivated where .', 'the herb is cultivated where consumed .', 'the herb consumed .', 'the herb consumed extensively .', 'the herb consumed the herb is extensively cultivated and where consumed .', 'the herb consumed where .', 'the herb consumed where consumed .', 'the herb is There is In southern Korean cuisine .', 'the herb is There is In southern Korean cuisine In southern Korean cuisine .', 'the herb is There is In southern Korean cuisine to various dishes , such as chueo - tang ( pond loach stew ) , and maeun - tang ( spicy fish stew ) .', 'the herb is a popular last minute addition to various dishes , such as chueo - tang ( pond loach stew ) , and maeun - tang ( spicy fish stew ) .', 'the herb is a popular last minute addition to various dishes , such as chueo - tang ( pond loach stew ) , and maeun - tang ( spicy fish stew ) In southern Korean cuisine .', 'the herb is a popular last minute addition to various dishes , such as chueo - tang ( pond loach stew ) , and maeun - tang ( spicy fish stew ) to various dishes , such as chueo - tang ( pond loach stew ) , and maeun - tang ( spicy fish stew ) .', 'a popular minute addition to various dishes , such as chueo - tang ( pond loach stew ) , and maeun - tang ( spicy fish stew ) is There is In southern Korean cuisine .', 'a popular minute addition to various dishes , such as chueo - tang ( pond loach stew ) , and maeun - tang ( spicy fish stew ) is There is In southern Korean cuisine In southern Korean cuisine .', 'chueo - tang is pond loach stew .', 'maeun - tang is pond loach stew .', 'maeun - tang is ( spicy fish stew .', 'It is used also .', 'It is used sometimes .', 'It is used in buchimgae ( Korean pancakes ) .', 'buchimgae is Korean pancakes .', 'It is called huò xiāng .', '( Chinese in Chinese is 藿香 .', 'it is one of the 50 fundamental herbs used in traditional Chinese medicine .', 'it is one of the 50 fundamental herbs used in traditional Chinese medicine of the 50 fundamental herbs used in traditional Chinese medicine .', 'it is one of the 50 fundamental herbs used in traditional Chinese medicine in traditional Chinese medicine .', 'one of the 50 fundamental herbs used in traditional Chinese medicine exists .', 'the 50 fundamental herbs are used .', 'It is used interchangeably .', 'It is used with guang huo xiang .', 'It was used relieve .', 'It was used relieve traditionally .', 'It was used nausea .', 'It was used nausea traditionally .', 'It was used vomiting .', 'It was used vomiting traditionally .', 'It was used poor appetite .', 'It was used poor appetite traditionally .', 'poor appetite is poor .', 'It contains methyl chavicol .', 'It contains anethole .', 'It contains anisaldehyde .', 'It contains limonene .', 'It contains pinene .', 'It contains linalool .']"
"('Alangium chinense', 'Traditional uses')","It is one of the 50 fundamental herbs used in traditional Chinese medicine. In Hunan herbal medicine it is used for snake bites, circulation, contraception, hemostasis, numbness, poison, rheumatism, and wounds. 
 ","[('It', 'is', 'traditional Chinese medicine'), ('snake bites', 'used for', 'it circulation contraception hemostasis numbness poison rheumatism wounds')]",[],"[[{'subject': It, 'verb': is, 'complement': is}, {'subject': It, 'verb': is, 'complement': is, 'adverb': of}, {'subject': It, 'verb': is, 'complement': is, 'adverb': in}, {'subject': It, 'verb': is, 'complement': one}, {'subject': It, 'verb': is, 'complement': one, 'adverb': of}, {'subject': It, 'verb': is, 'complement': one, 'adverb': in}, {'subject': one, 'verb': is, 'complement': is}, {'subject': herbs, 'verb': used}], [{'subject': it, 'verb': used, 'adverb': In}, {'subject': it, 'verb': used, 'adverb': for}]]","['It is It is one of the 50 fundamental herbs used in traditional Chinese medicine .', 'It is It is one of the 50 fundamental herbs used in traditional Chinese medicine of the 50 fundamental herbs used in traditional Chinese medicine .', 'It is It is one of the 50 fundamental herbs used in traditional Chinese medicine in traditional Chinese medicine .', 'It is one of the 50 fundamental herbs used in traditional Chinese medicine .', 'It is one of the 50 fundamental herbs used in traditional Chinese medicine of the 50 fundamental herbs used in traditional Chinese medicine .', 'It is one of the 50 fundamental herbs used in traditional Chinese medicine in traditional Chinese medicine .', 'one of the 50 fundamental herbs used in traditional Chinese medicine is It is one of the 50 fundamental herbs used in traditional Chinese medicine .', 'the 50 fundamental herbs are used .', 'it is used In Hunan herbal medicine .', 'it is used for snake bites , circulation , contraception , hemostasis , numbness , poison , rheumatism , and wounds .']"
